uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes
221ad69f-a486-4bf9-9ee3-83718954aa34,WB-REG-0459-L3,distractor_mining,gemini,wine_regions,1,analysis,"Which Spanish appellation ranks among the nation's most diminutive, primarily because expanding city infrastructure has steadily consumed its agricultural land?","[{'id': 'A', 'text': 'Yecla DO'}, {'id': 'B', 'text': 'Prado de Irache Vino de Pago'}, {'id': 'C', 'text': 'Alella DO'}, {'id': 'D', 'text': 'Cava DO'}]",C,"[1] Prado de Irache Vino de Pago is located in the municipality of Aberin (Merindad de Estella), in the Foral Community of Navarra, Spain.
---
[2] Alella (DO) is one of the smallest DOs in Spain as the vineyards have been encroached upon by urban development.
---
[3] Yecla is a Spanish Denominación de Origen Protegida (DOP) for wines located around the town of Yecla in the northernmost corner of the region of Murcia (Spain) and is surrounded.
---
[4] Sherry vinegar (Spanish: vinagre de Jerez) is a gourmet wine vinegar made from sherry.
---
[5] Although almost all wine regions are confined to specific centres of production, some of the top denominaciones (Cava and Rioja in particular) are the product of more than one Autonomous.
---
[6] Catalan wines are those that are produced in the wine regions of Catalonia.",,,,,,,,,,,
192b0e3d-dec3-4f49-9b52-12ceb2aa917d,WB-REG-0451-L4,distractor_mining,llama,wine_regions,4,analysis,Which California AVA was established in the same year as the Southeastern New England AVA?,"[{'id': 'A', 'text': 'Squaw Valley-Miramonte'}, {'id': 'B', 'text': 'Russian River Valley'}, {'id': 'C', 'text': 'Sloughhouse'}, {'id': 'D', 'text': 'Mendocino Ridge (Outline)'}]",B,"[1] Sloughhouse AVA is defined in 27 CFR 9.201.
---
[2] Russian River Valley AVA was established in 1983.
---
[3] Lamorinda AVA is defined in 27 CFR 9.254.
---
[4] Mendocino Ridge (Outline) AVA is located within the North Coast AVA.
---
[5] Squaw Valley-Miramonte AVA is defined in 27 CFR 9.251.
---
[6] Southeastern New England AVA was established in 1983.",,,,,,,,,,,
34c8ca99-1ef5-404b-8649-2a82576030ae,WB-REG-0442-L2,fact_to_question,qwen,wine_regions,1,recall,"In a Bordeaux appellation where classified growths produce approximately one-third of the total output, what proportion of the wine comes from estates ranked in the official classification?","[{'id': 'A', 'text': 'One-quarter'}, {'id': 'B', 'text': 'One-third'}, {'id': 'C', 'text': 'Two-thirds'}, {'id': 'D', 'text': 'One-tenth'}]",B,[1] Pessac-Léognan classed growths account for a third of the wine produced in Pessac-Léognan.,,,,,,,,,,,
29ab0c00-6097-4737-a8aa-a404db0b3abe,WB-BIZ-0283-L2,fact_to_question,llama,wine_business,1,recall,"In Bordeaux, which entities work closely together to export the region's wines globally?","[{'id': 'A', 'text': 'Wine merchants and châteaux'}, {'id': 'B', 'text': 'Wine critics and negociants'}, {'id': 'C', 'text': 'Sommeliers and importers'}, {'id': 'D', 'text': 'Cooperatives and wine bars'}]",A,"[1] Wine merchants are essential cogs in Bordeaux’s export machine, working hand-in-hand with the châteaux, forming solid partnerships to bring Bordeaux wines to the four corners of the earth.",,,,,,,,,,,
b48635ad-d454-480a-a8c0-8924be69f403,WB-PRD-0363-L2,template,template_only,producers,2,recall,True or False: the producer Paolo Scavino sits within the Piedmont wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Paolo Scavino is a wine producer in the Piedmont region of Italy.,,,,,,,,,,,
f09c7039-4865-42da-a278-0e0c8daabfee,WB-GRP-0536-L4,scenario_synthesis,llama,grape_varieties,4,synthesis,A winemaker in northern Italy wants to produce a sparkling rosé using a traditional local grape variety. Which grape should they select to make a rosé sparkling wine that showcases the region's rich winemaking heritage?,"[{'id': 'A', 'text': 'Blaufränkisch'}, {'id': 'B', 'text': 'Barbera'}, {'id': 'C', 'text': 'Lambrusco'}, {'id': 'D', 'text': 'Bonarda'}]",A,"[1] Also very well known and with rich tradition are Gutturnio, Bonarda and sparkling Barbera.
---
[2] Sparkling rosé are made from the Blaufränkisch grape.
---
[3] Sparkling wine is usually either white or rosé, but there are examples of red sparkling wines such as the Italian Brachetto, Bonarda and Lambrusco.",,,,,,,,,,,
b8bb5aac-cd59-42ca-b884-3e43bd56b170,WB-PRD-0365-L2,fact_to_question,claude,producers,1,recall,"A Canadian winery offers bottlings under two distinct regulatory tiers: one category consists of wines certified under a domestic appellation system guaranteeing 100% Canadian-grown fruit, while the other, known as ICB, permits the use of imported base wine. What does the acronym ICB stand for in this context?","[{'id': 'A', 'text': 'Inter-provincial Canadian Brands'}, {'id': 'B', 'text': 'Imported Cellared Bottlings'}, {'id': 'C', 'text': 'Individual Craft Blends'}, {'id': 'D', 'text': 'International Canadian Blends'}]",D,[1] Jackson-Triggs now sells many different varieties and tiers including both Vintners Quality Alliance wines and ICB (International Canadian Blends.,,,,,,,,,,,
75cee677-d890-4c8a-bee9-c0a903e3e41b,WB-GRP-0513-L2,fact_to_question,gemini,grape_varieties,1,recall,"Within the jurisdiction of United States federal wine labeling laws, which specific grape designation functions as a legally recognized equivalent term for Moscato?","[{'id': 'A', 'text': 'Muscat Blanc'}, {'id': 'B', 'text': 'Muscat Hamburg'}, {'id': 'C', 'text': 'Muscat of Alexandria'}, {'id': 'D', 'text': 'Muscat Ottonel'}]",A,[1] Muscat Blanc is an approved synonym for Moscato on US wine labels.,,,,,,,,,,,
f7a122ba-84e9-4380-81c3-fc4501d1e4b6,WB-GRP-0505-L3,template,template_only,grape_varieties,3,comprehension,"Per the fact, which wine region is linked to the cultivation of | varietals =?","[{'id': 'A', 'text': 'Greek wine'}, {'id': 'B', 'text': 'Gali District'}, {'id': 'C', 'text': 'Campo de La Guardia'}, {'id': 'D', 'text': 'Pala (Mortágua)'}]",C,[1] Campo de La Guardia permits the | varietals = grape variety.,,,,,,,,,,,
73e25c7c-c77c-46af-bc04-25908f8b6660,WB-WMK-0325-L2,scenario_synthesis,chatgpt,winemaking,1,application,"A winemaker is reviewing lab targets for a red cuvée intended to move from the estate’s mid-tier quality band into its top band. The team uses historical benchmarks showing that stronger-performing reds typically sit around 27 mg/L total sulfur dioxide and about 0.37 g/L volatile acidity, while the lower band more often centers near 40 mg/L total sulfur dioxide. Which finished-wine profile best matches the target for the higher-rated band?","[{'id': 'A', 'text': 'Total sulfur dioxide near 40 mg/L and volatile acidity well above 0.37 g/L'}, {'id': 'B', 'text': 'Total sulfur dioxide near 27 mg/L and volatile acidity near 0.37 g/L'}, {'id': 'C', 'text': 'Total sulfur dioxide near 40 mg/L and volatile acidity near 0.37 g/L'}, {'id': 'D', 'text': 'Total sulfur dioxide near 27 mg/L and volatile acidity well above 0.37 g/L'}]",B,"[1] Red wines rated 7 or above have a median volatile acidity of 0.37 g/L.
---
[2] Red wines rated 7 or above have a median total sulfur dioxide of 27 mg/L.
---
[3] Red wines rated 5-6 have a median total sulfur dioxide of 40 mg/L.",,,,,,,,,,,
4cb191c7-71a0-4a31-85e9-ba5c64a90991,WB-PRD-0367-L2,fact_to_question,chatgpt,producers,2,recall,Which winery is identified as the exception located just south of Oakville village that uses a Rutherford mailing address?,"[{'id': 'A', 'text': 'Opus One Winery'}, {'id': 'B', 'text': 'Groth Vineyards & Winery'}, {'id': 'C', 'text': 'Rudd Estate'}, {'id': 'D', 'text': 'Silver Oak Cellars'}]",A,[1] The only exceptions are one winery east of the Silverado Trail which uses a Napa address and one winery just south of the village of Oakville which uses a Rutherford.,,,,,,,,,,,
39503090-e3f3-41b2-a6f1-4de3a5d40b16,WB-PRD-0359-L4,template,template_only,producers,4,recall,Identify the wine region in which Château Falfas is based.,"[{'id': 'A', 'text': 'Bayon-sur-Gironde'}, {'id': 'B', 'text': 'Beaune AOC'}, {'id': 'C', 'text': 'Hondarrabi Zuri'}, {'id': 'D', 'text': 'Covas do Douro'}]",A,[1] Château Falfas is a wine estate in Bayon-sur-Gironde.,,,,,,,,,,,
e123784e-9e78-48eb-be1a-20d3b0f43e10,WB-PRD-0362-L1,template,template_only,producers,1,comprehension,"Per the fact, the wine estate Paolo Scavino is located in which country?","[{'id': 'A', 'text': 'Italy'}, {'id': 'B', 'text': 'Croatia'}, {'id': 'C', 'text': 'Slovenia'}, {'id': 'D', 'text': 'Greece'}]",A,[1] Paolo Scavino is a wine producer in the Piedmont region of Italy.,,,,,,,,,,,
60ab473a-e729-44e5-844c-02dfe4a54783,WB-VIT-0406-L2,comparative,chatgpt,viticulture,1,analysis,"One of these regions is characterized by roughly two extra daylight hours per day during the growing season, along with relatively steady temperatures, while the other is noted for cool-growing conditions linked to closeness to the Pacific. Which pairing matches those climate descriptions correctly?","[{'id': 'A', 'text': 'Washington wine = longer growing-season daylight and stable temperatures; Monterey County wine = cool-climate influence from the nearby Pacific'}, {'id': 'B', 'text': 'Washington wine = cool-climate influence from the nearby Pacific; Monterey County wine = longer growing-season daylight and stable temperatures'}, {'id': 'C', 'text': 'Washington wine and Monterey County wine both share the same climate distinction: extra daily sunlight during the growing season'}, {'id': 'D', 'text': 'Washington wine = both longer growing-season daylight and Pacific-driven cool-climate conditions; Monterey County wine = neither of those climate traits'}]",A,"[1] Viticulture in the state is also influenced by long sunlight hours (on average, two more hours a day than in California during the growing season) and consistent temperatures.
---
[2] Monterey County wine historic region is one of the popular bastions of cool-climate viticulture because of its proximity to the Pacific coast.",,,,,,,,,,,
dd5f41b8-b82c-4380-99e9-c501936d5f2d,WB-GRP-0523-L3,scenario_synthesis,claude,grape_varieties,3,application,"A négociant is evaluating a parcel of red wine from a Bordeaux estate for potential bottling under a regional appellation label. The blend on the bench is 68% Merlot, 22% Cabernet Franc, 8% Cabernet Sauvignon, and 2% Carménère, with all fruit sourced from a single estate on the eastern side of the Gironde. The winemaker wants to print the regional name on the front label. Which conclusion is correct?","[{'id': 'A', 'text': 'The blend is compliant, but the Merlot-led composition is atypical for that side of the river, where Cabernet Sauvignon normally leads.'}, {'id': 'B', 'text': 'The blend cannot carry the regional name on the front label because one of the component varieties is not among those permitted for the red appellation.'}, {'id': 'C', 'text': 'The blend is compliant, and because Merlot dominates, the stylistic profile is consistent with estates on that side of the river.'}, {'id': 'D', 'text': 'The blend is compliant only if the Cabernet Sauvignon percentage is raised above the Merlot percentage before bottling.'}]",B,"[1] While wine making styles vary, a rule of thumb is that the Left Bank is predominantly Cabernet Sauvignon based with the Right Bank being more Merlot based.
---
[2] Bordeaux wine labels will usually include the region on the front if all the grapes have been harvested in a specific region and the wine otherwise complies with the AOC.
---
[3] The permissible grape varieties in red Bordeaux are: Cabernet Sauvignon, Merlot, Cabernet Franc, Malbec and Petit Verdot.",,,,,,,,,,,
890d2f58-a5d8-4d9f-bbb6-33e6f7a850a1,WB-GRP-0524-L2,scenario_synthesis,llama,grape_varieties,1,analysis,"A winemaker in South America is deciding which variety to plant in a new vineyard. They are considering Torrontés, Torontel, and the Galician variety. The winemaker wants a wine with subtle spice notes and a floral bouquet, similar to Gewürztraminer. Which variety should they choose?","[{'id': 'A', 'text': 'More information is needed to decide'}, {'id': 'B', 'text': 'Torontel'}, {'id': 'C', 'text': 'Torrontés'}, {'id': 'D', 'text': 'The Galician variety'}]",C,"[1] While the aroma of Torrontés is often associated with Muscat, Clarke notes that many examples can be very similar to Gewürztraminer with subtle spice notes mixed with the floral bouquet.
---
[2] In 1996, Jancis Robinson noted that there were several hundred hectares of Torontel grown but that some of these plantings may actually be the Galician variety.
---
[3] The three grapes are relatively similar but do have some noticeable differences.",,,,,,,,,,,
77935643-687d-4503-b877-80456ccd1d0f,WB-GRP-0507-L4,template,template_only,grape_varieties,4,application,"A viticulture consultant maps established sites for | varietals =. Per the fact, which region is listed?","[{'id': 'A', 'text': 'Castelo Branco'}, {'id': 'B', 'text': 'Bougado (São Martinho e Santiago)'}, {'id': 'C', 'text': 'La Palma (DO)'}, {'id': 'D', 'text': 'Santa Comba de Vilariça'}]",C,[1] La Palma (DO) permits the | varietals = grape variety.,,,,,,,,,,,
6285618d-3d85-4a83-b4b6-c2e42fdb9c1d,WB-PRD-0373-L1,template,template_only,producers,1,recall,What wine region is Château Haut Sarpe part of?,"[{'id': 'A', 'text': 'Saint-Émilion'}, {'id': 'B', 'text': 'São Bento'}, {'id': 'C', 'text': 'Saône-et-Loire'}, {'id': 'D', 'text': 'Freguesia de Barrosas Santo Estêvão'}]",A,[1] Château Haut Sarpe is a classified Bordeaux estate in Saint-Émilion.,,,,,,,,,,,
6c5d7164-a677-4ed7-af06-195a3a98d921,WB-GRP-0515-L2,comparative,llama,grape_varieties,1,analysis,Which grape variety is described by UC Davis FPS as having grey-colored berries?,"[{'id': 'A', 'text': 'Misgali'}, {'id': 'B', 'text': 'Pinot gris'}, {'id': 'C', 'text': 'Sauvignon blanc'}, {'id': 'D', 'text': 'Chardonnay'}]",B,"[1] Misgali is a white grape variety according to UC Davis FPS.
---
[2] Pinot gris is a grey grape variety according to UC Davis FPS.",,,,,,,,,,,
dee0ac6f-0347-4c69-8410-75e3363558c9,WB-REG-0441-L2,fact_to_question,qwen,wine_regions,2,recall,Which AVA is situated in a Texas county known for its Hill Country terrain and German-influenced place names?,"[{'id': 'A', 'text': 'Bell Mountain AVA'}, {'id': 'B', 'text': 'Escondido Valley AVA'}, {'id': 'C', 'text': 'Fredericksburg in the Texas Hill Country AVA'}, {'id': 'D', 'text': 'Texas High Plains AVA'}]",A,[1] Bell Mountain AVA is located in Gillespie County.,,,,,,,,,,,
cfcce4b1-9c20-4be0-8821-e440055ed048,WB-GRP-0531-L3,comparative,gemini,grape_varieties,3,analysis,"When evaluating the specific grape varieties authorized for cultivation in these two American viticultural areas, which statement accurately contrasts their permitted plantings?","[{'id': 'A', 'text': 'The Seiad Valley appellation authorizes Carignane, while the Redwood Valley region authorizes Riesling.'}, {'id': 'B', 'text': 'The Seiad Valley appellation authorizes Riesling, while the Redwood Valley region authorizes Carignane.'}, {'id': 'C', 'text': 'Both appellations authorize Carignane, but only the Redwood Valley region permits Riesling.'}, {'id': 'D', 'text': 'Both appellations authorize Riesling, but only the Seiad Valley region permits Carignane.'}]",B,"[1] Seiad Valley AVA permits the Riesling grape variety.
---
[2] Redwood Valley AVA permits the Carignane grape variety.",,,,,,,,,,,
6f7b9763-12f4-46a5-a7b1-d13ab5c55beb,WB-GRP-0529-L3,comparative,claude,grape_varieties,3,analysis,"Two California AVAs have expanded their permitted varieties to include grapes outside the typical regional profile. One AVA sanctions the Piedmontese white grape Arneis among its approved plantings, while the other sanctions the Loire/Bordeaux red grape Cabernet Franc. Which pairing correctly matches each grape to its permitting AVA?","[{'id': 'A', 'text': 'Both Arneis and Cabernet Franc are permitted in High Valley AVA, but neither in Russian River Valley AVA.'}, {'id': 'B', 'text': 'Arneis is permitted in Russian River Valley AVA; Cabernet Franc is permitted in High Valley AVA.'}, {'id': 'C', 'text': 'Arneis is permitted in High Valley AVA; Cabernet Franc is permitted in Russian River Valley AVA.'}, {'id': 'D', 'text': 'Both Arneis and Cabernet Franc are permitted in Russian River Valley AVA, but neither in High Valley AVA.'}]",B,"[1] Russian River Valley AVA permits the Arneis grape variety.
---
[2] High Valley AVA permits the Cabernet Franc grape variety.",,,,,,,,,,,
3aaf3f9a-2916-4cef-885d-d1c347b45b57,WB-GRP-0518-L2,comparative,qwen,grape_varieties,2,analysis,"An American Viticultural Area (AVA) allows a white wine grape variety known for its use in Burgundy and California cool-climate expressions, often exhibiting apple, citrus, and mineral notes. Which AVA is defined by permitting this type of grape?","[{'id': 'A', 'text': 'Coombsville AVA'}, {'id': 'B', 'text': 'Stags Leap District AVA'}, {'id': 'C', 'text': 'Spring Mountain District AVA'}, {'id': 'D', 'text': 'Long Valley-Lake County AVA'}]",D,"[1] Long Valley-Lake County AVA permits the | varietals = Chardonnay grape variety.
---
[2] Stags Leap District AVA permits the Cabernet Franc grape variety.",,,,,,,,,,,
4d1e3a66-fbd7-475f-9b71-514ba6642127,WB-PRD-0372-L2,template,template_only,producers,2,recall,Decide True or False — beaujolais-villages is a producer of the Saône-et-Loire wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] beaujolais-villages is a wine producer located in Saône-et-Loire.,,,,,,,,,,,
9505bf52-ae03-48e3-948d-d9664a8a3bf5,WB-WMK-0327-L3,distractor_mining,llama,winemaking,3,analysis,"Which Italian wine region is known to have exported wine as early as the 7th century BC, based on archaeological evidence of amphorae?","[{'id': 'A', 'text': 'Soave'}, {'id': 'B', 'text': 'Barolo'}, {'id': 'C', 'text': 'Cannonau'}, {'id': 'D', 'text': 'Tuscany'}]",D,"[1] Amphora remnants originating in the region show that Tuscan wine was exported to southern Italy and Gaul as early as the 7th century BC.
---
[2] Although production codes have always stipulated that vineyards must be located on hillsides, the most recent revision of the production code released in 2010 goes further, categorically excluding valley floors.
---
[3] Amarone originally, Amarone was Recioto wines that had fermented for too long.
---
[4] Soave (wine) had been allowed to constitute up to 15% of the blend.
---
[5] Vino cotto can be aged for years, barrels being topped up with each harvest.
---
[6] Cannonau is typically over 80% of the blend.",,,,,,,,,,,
7541a694-a6c1-4407-b6a2-20177e69671b,WB-REG-0452-L3,distractor_mining,claude,wine_regions,1,analysis,Elevation to DOCG status in 1980 placed which appellation among the earliest Italian wines to receive that top-tier designation?,"[{'id': 'A', 'text': 'Pessac-Léognan'}, {'id': 'B', 'text': 'Fronsac'}, {'id': 'C', 'text': 'Vino Nobile di Montepulciano'}, {'id': 'D', 'text': 'Vin de Savoie'}]",C,"[1] Vino Nobile di Montepulciano received DOCG status in 1980, among the first Italian wines to achieve this designation.
---
[2] The maximum yield for Pouilly-Fumé AOC is 60 hl/ha.
---
[3] Vin de Savoie AOC requires a minimum alcohol content of 9.0% for red wines.
---
[4] Haut-Médoc AOC requires a minimum alcohol content of 10.5% for red wines.
---
[5] Fronsac AOC permits Merlot, Cabernet Franc, Cabernet Sauvignon for red wine production.
---
[6] Pessac-Léognan AOC requires a minimum alcohol content of 10.5% for red wines.",,,,,,,,,,,
