uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes
926041ce-50fe-4355-acb5-ba8b04e9981c,WB-GRP-0206-L4,template,template_only,grape_varieties,4,comprehension,"Per the fact, which wine region is linked to the cultivation of 33.8% of red varieties and 6.7% of?","[{'id': 'A', 'text': 'Pinot noir'}, {'id': 'B', 'text': 'Wine of Origin'}, {'id': 'C', 'text': 'Pomerol AOC'}, {'id': 'D', 'text': 'Bourgogne AOC'}]",D,[1] Bourgogne AOC permits the 33.8% of red varieties and 6.7% of grape variety.,,,,,,,,,,,
a771e972-b5f5-4622-9d34-dd9e0ada533a,WB-PRD-0234-L2,fact_to_question,gemini,producers,2,recall,The legal right to apply the 'Tokaj' brand name on commercial labels is officially granted to estates located in designated areas of which two European nations?,"[{'id': 'A', 'text': 'Hungary and Slovenia'}, {'id': 'B', 'text': 'Hungary and Austria'}, {'id': 'C', 'text': 'Hungary and Romania'}, {'id': 'D', 'text': 'Hungary and Slovakia'}]",D,"[1] Therefore, wine producers from both the Hungarian Tokaj region and the Slovak Tokaj region may use the Tokaj brand name.",,,,,,,,,,,
cec1354d-e9cc-4eb0-874b-217232a77460,WB-REG-0237-L3,distractor_mining,claude,wine_regions,3,analysis,"Covering under a quarter square mile in total area, which designated viticultural zone holds the distinction of being the tiniest in the country?","[{'id': 'A', 'text': 'Mendocino Ridge AVA'}, {'id': 'B', 'text': 'Cole Ranch AVA'}, {'id': 'C', 'text': 'Columbia River Basin AVA'}, {'id': 'D', 'text': 'Crystal Springs of Napa Valley AVA'}]",B,"[1] Mendocino Ridge AVA was established as the nation's 131st, the state's 78th and the county's eighth appellation on October 27, 1997 by the Bureau of Alcohol, Tobacco and Firearms (ATF).
---
[2] At less than a quarter of a square mile, it is the smallest appellation in the United States.
---
[3] Wine Enthusiast described the character as a ""somm who is sort of figuring it out but has to also embody...swagger and bravado in service.
---
[4] The rain shadow of the Cascade Range leaves the Columbia River Basin with around 8 inches (20 cm) of annual rain fall.
---
[5] Crystal Springs of Napa Valley AVA elevations are between 500 and 1,200 feet (152–366 m).
---
[6] California wine production grew steadily after Prohibition, but was known mostly for its sweet, port-style and jug wine products.",,,,,,,,,,,
d267b25e-cf3f-43e1-9079-2212c016c719,WB-REG-0181-L3,template,template_only,wine_regions,3,recall,Indicate True or False: Fiano is among the grapes permitted by Fiano di Avellino.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Fiano di Avellino DOCG requires minimum 85% Fiano.,,,,,,,,,,,
f66bcd46-24bc-45ec-8203-042729aa532b,WB-GRP-0223-L2,fact_to_question,gemini,grape_varieties,2,recall,Which of the following light-skinned grape varieties is predominantly cultivated within the Treviso province of northeastern Italy's Veneto region?,"[{'id': 'A', 'text': 'Durella'}, {'id': 'B', 'text': 'Verdiso'}, {'id': 'C', 'text': 'Garganega'}, {'id': 'D', 'text': 'Vespaiola'}]",B,[1] Verdiso is a white Italian wine grape variety grown primarily in province of Treviso in the Veneto wine region of northeast Italy.,,,,,,,,,,,
9eb55c9c-0a7b-4576-9157-3d8c75d78109,WB-GRP-0249-L3,comparative,claude,grape_varieties,3,analysis,"A viticulturist is reviewing two U.S. American Viticultural Areas: one authorizes the cold-hardy hybrid Edelweiss, while the other sanctions Chardonnay among its approved plantings. Which pairing correctly matches each grape to the AVA that permits it?","[{'id': 'A', 'text': 'Edelweiss → Upper Mississippi River Valley AVA; Chardonnay → Upper Cumberland AVA'}, {'id': 'B', 'text': 'Both grapes are permitted in the Upper Cumberland AVA but not in the Upper Mississippi River Valley AVA'}, {'id': 'C', 'text': 'Edelweiss → Upper Cumberland AVA; Chardonnay → Upper Mississippi River Valley AVA'}, {'id': 'D', 'text': 'Both grapes are permitted in the Upper Mississippi River Valley AVA but not in the Upper Cumberland AVA'}]",A,"[1] Upper Mississippi River Valley AVA permits the Edelweiss grape variety.
---
[2] Upper Cumberland AVA permits the Chardonnay grape variety.",,,,,,,,,,,
e639a1f6-f4ce-4e64-82a9-82c7fd39a386,WB-REG-0217-L2,comparative,llama,wine_regions,2,analysis,Which appellation has separate DOCG status and distinct production regulations from the larger DOCG that surrounds it?,"[{'id': 'A', 'text': 'Corbières'}, {'id': 'B', 'text': 'Corbières Boutenac'}, {'id': 'C', 'text': 'Chianti Classico'}, {'id': 'D', 'text': 'Chianti'}]",C,"[1] Chianti Classico is a separate DOCG from Chianti DOCG, with its own distinct production regulations and territory.
---
[2] Corbières AOC requires a minimum alcohol content of 11.5% for red wines.",,,,,,,,,,,
14319009-bbd5-430e-9299-44ee07e6b239,WB-VIT-0240-L4,distractor_mining,qwen,viticulture,4,analysis,"Which grape variety experienced a planting area increase from approximately 1,730 acres in 1990 to over 24,700 acres by 2003?","[{'id': 'A', 'text': 'Malbec in Argentina, which reached over 50,000 acres by 2003'}, {'id': 'B', 'text': 'Syrah'}, {'id': 'C', 'text': ""Mendoza's vineyards, totaling more than 356,000 acres by 2008""}, {'id': 'D', 'text': 'Wine in the Elqui River valley, where around 710 acres were planted'}]",B,"[1] Since then, 286 hectares (710 acres) of vines have been planted, mostly along the River Elqui valley.
---
[2] Syrah has been steadily increasing in planting going from 700 ha (1,730 acres) in 1990 to more than 10,000 ha (24,710 acres) in 2003.
---
[3] == Wine producing areas ==
As of 2008, the Mendoza region contained more than 356,000 acres (144,000 hectares) of planted vineyards-producing nearly two-thirds of the entire Argentine wine production.
---
[4] Over the years, they have planted 286 hectares (710 acres) of vines, primarily along the Elqui River valley.
---
[5] By 2000, there were slightly over 1,235 acres (500 hectares), with the Clare Valley and Langhorne Creek  having the most significant amount.
---
[6] As of 2003 there were over 20,000 hectares (50,000 acres) of Malbec in Argentina.",,,,,,,,,,,
4c593fc9-340f-47dc-bddb-65fdc61be7d3,WB-VIT-0187-L2,fact_to_question,llama,viticulture,2,recall,Which level of origin designation in South Africa is most defined by unique terroir characteristics?,"[{'id': 'A', 'text': 'Single vineyard'}, {'id': 'B', 'text': 'Region'}, {'id': 'C', 'text': 'Wine of Origin districts'}, {'id': 'D', 'text': 'Estate'}]",C,"[1] Wine of Origin districts, wards are the level of origin designation that is most defined by unique terroir characteristics.",,,,,,,,,,,
3a39f126-3824-4a19-8019-08395e886240,WB-PRD-0209-L1,template,template_only,producers,1,recall,What wine region is Château la Marzelle part of?,"[{'id': 'A', 'text': 'Saint-Émilion'}, {'id': 'B', 'text': 'Northern Spain'}, {'id': 'C', 'text': 'Volnay AOC'}, {'id': 'D', 'text': 'Alentejo wine'}]",A,[1] Château la Marzelle is a classified Bordeaux estate in Saint-Émilion.,,,,,,,,,,,
33c9e87d-c444-4621-baa4-2ffc93fd0755,WB-GRP-0280-L3,distractor_mining,qwen,grape_varieties,3,analysis,"In the Burgundy region, a group of 44 appellations is defined by a naming convention that directly reflects the commune in which the vineyards are located. These designations are tied to specific villages and derive their names from them, such as one known for producing wines from both Pinot noir and Chardonnay, where red and white wines are permitted under its AOC. Which entity best matches this description?","[{'id': 'A', 'text': 'Mercurey AOC'}, {'id': 'B', 'text': 'Chardonnay'}, {'id': 'C', 'text': 'Puligny-Montrachet AOC'}, {'id': 'D', 'text': 'Vosne-Romanée wine'}]",A,"[1] The Appellation d'origine contrôlée (AOC) Vosne-Romanée may only be used for red wine with Pinot noir as the main grape.
---
[2] The Appellation d'origine contrôlée (AOC) Mercurey may be used for red and white wine with respectively Pinot noir and Chardonnay as the main grape variety.
---
[3] The grapes must reach a maturity of at least 11.0 per cent potential alcohol for village-level white wine (10.5 for red) and 11.
---
[4] The 44 appellations Village take their names from the commune where their grapes were grown, such as Mercurey , Pommard.
---
[5] French: [ʃaʁdɔnɛ] ) is a green-skinned grape variety used in the production of white wine.
---
[6] Burgundy wine permits the 59.5% of white varieties grape variety.",,,,,,,,,,,
d8e8f445-cb07-4847-9e99-3d59f91dffe7,WB-BIZ-0201-L4,distractor_mining,gemini,wine_business,4,analysis,"When evaluating regional pricing metrics, which specific category and origin pairing is associated with a median market value of eighteen dollars?","[{'id': 'A', 'text': 'Tinta de Toro produced in the vineyards of Northern Spain'}, {'id': 'B', 'text': 'White blends sourced from the region of Catalonia'}, {'id': 'C', 'text': 'White blends originating from the islands of Sicily and Sardinia'}, {'id': 'D', 'text': 'Red blends crafted in the Stellenbosch district'}]",C,"[1] White Blend wines from Sicily & Sardinia have a median price of $18.
---
[2] Red Blend wines from Stellenbosch have a median price of $26.
---
[3] Tinta de Toro wines from Northern Spain have a median price of $27.
---
[4] White Blend wines from Catalonia have a median price of $16.",,,,,,,,,,,
39c4b902-9166-4f7c-a959-2b03481ae454,WB-PRD-0241-L2,scenario_synthesis,llama,producers,2,synthesis,"A Lebanese winemaker is deciding whether to pursue organic certification for their vineyards in 2024. The winery is located near towns that were heavily targeted during a recent conflict, but the winery itself was spared damage. The winemaker knows that the first certified organic wine in Lebanon, labeled Adyar, has recently gained attention from connoisseurs. What factor would be most important for the winemaker to consider in their decision?","[{'id': 'A', 'text': 'The overall production volume of Lebanese wine in 2024'}, {'id': 'B', 'text': 'The religious affiliation of the winery owners'}, {'id': 'C', 'text': 'Potential damage to the vineyards from the nearby conflict'}, {'id': 'D', 'text': ""The meaning of the word 'Adyar' in Arabic""}]",C,"[1] Christian Maronite monks introduced the country's first certified organic wine, labeled Adyar—meaning ""monasteries"" in Arabic—which has recently caught the attention of connoisseurs with bottles emblazoned with a cross.
---
[2] Lebanese wine rising costs from the conflict, Lebanon’s winemakers were able to harvest and produce 15 million bottles in 2024.
---
[3] While the Coteaux Du Liban winery itself was spared, its vineyards lay next to heavily targeted towns.",,,,,,,,,,,
75c29f77-5f6c-45b3-b1c8-7f6cad0d7cc8,WB-VIT-0186-L2,fact_to_question,llama,viticulture,2,recall,What was the main effect of canopy manipulation on the grapevines in the study?,"[{'id': 'A', 'text': 'Reduced presence of damaged fruits'}, {'id': 'B', 'text': 'Increased resistance to fungal diseases'}, {'id': 'C', 'text': 'Increased lighting conditions in the canopy'}, {'id': 'D', 'text': 'Reduced sunlight exposure for the fruit'}]",C,"[1] Canopy manipulation increased lighting conditions in the canopy and caused a significant presence of damaged fruits, especially in LR.",,,,,,,,,,,
8dc45402-c4d0-4469-8698-ff75d264c54d,WB-REG-0242-L3,distractor_mining,gemini,wine_regions,3,analysis,This specific geographical indication is positioned roughly sixty kilometers to the north of Christchurch. It is notable for containing the greatest proportion of vineyard plantings within its wider encompassing wine zone. Which GI is this?,"[{'id': 'A', 'text': 'Canterbury'}, {'id': 'B', 'text': 'Auckland Region'}, {'id': 'C', 'text': 'Waipara Valley'}, {'id': 'D', 'text': 'Marlborough'}]",C,"[1] Canterbury wine region within that lies the Waipara Valley GI, a small area about 60 kilometres (37 mi) north of Christchurch which accounts for the majority of Canterbury's total vineyard.
---
[2] Auckland Region is located in the New Zealand area of New Zealand.
---
[3] Pinot Noir is commonly produced in the Marlborough region of New Zealand.",,,,,,,,,,,
a8a79b77-14b7-4745-bc9d-66f35224f4a8,WB-WMK-0196-L2,fact_to_question,gemini,winemaking,2,recall,Which specific form of high-energy illumination is recognized for its capacity to trigger light-driven oxidative degradation?,"[{'id': 'A', 'text': 'Microwave'}, {'id': 'B', 'text': 'Infrared'}, {'id': 'C', 'text': 'Radio frequency'}, {'id': 'D', 'text': 'UV-C'}]",D,[1] UV‑C is a high-energy light source and can promote photo-induced oxidation reactions.,,,,,,,,,,,
22a00c31-6cb6-4212-9f02-071fc015932a,WB-REG-0213-L2,comparative,qwen,wine_regions,2,analysis,"Which of the following appellations permits the use of Gamay, Mondeuse, and Pinot Noir as approved red grape varieties in its production regulations?","[{'id': 'A', 'text': 'Vin de Savoie'}, {'id': 'B', 'text': 'Côtes de Duras'}, {'id': 'C', 'text': 'Coteaux du Tricastin'}, {'id': 'D', 'text': 'Pomerol'}]",A,"[1] Vin de Savoie AOC permits Gamay, Mondeuse, Pinot Noir for red wine production.
---
[2] Pomerol AOC permits Merlot, Cabernet Franc, Cabernet Sauvignon for red wine production.",,,,,,,,,,,
10607bb0-2a21-49ff-bbf9-ec55295fc5d0,WB-WMK-0207-L2,comparative,chatgpt,winemaking,2,analysis,"One of these appellations must spend at least 24 months on its lees, while the other cannot be released as Riserva until a minimum of 4 years counted from January 1 after harvest. Which option matches those two aging rules correctly?","[{'id': 'A', 'text': 'Both Franciacorta Satèn and Amarone della Valpolicella Riserva require at least 24 months on lees'}, {'id': 'B', 'text': 'Both Franciacorta Satèn and Amarone della Valpolicella Riserva require at least 4 years from January 1 after harvest'}, {'id': 'C', 'text': 'Franciacorta Satèn = 24 months on lees; Amarone della Valpolicella Riserva = 4 years from January 1 after harvest'}, {'id': 'D', 'text': 'Franciacorta Satèn = 4 years from January 1 after harvest; Amarone della Valpolicella Riserva = 24 months on lees'}]",C,"[1] Franciacorta Satèn DOCG requires a minimum of 24 months aging on the lees.
---
[2] Amarone della Valpolicella Riserva DOCG requires a minimum aging of 4 years from January 1 following the harvest.",,,,,,,,,,,
1be08151-56a5-4224-8238-8aa79b200b25,WB-REG-0182-L3,template,template_only,wine_regions,3,recall,"Under Fiano di Avellino regulations, which grape is authorised?","[{'id': 'A', 'text': 'Fiano'}, {'id': 'B', 'text': 'Colorino'}, {'id': 'C', 'text': 'Passerina'}, {'id': 'D', 'text': 'Kisi'}]",A,[1] Fiano di Avellino DOCG requires minimum 85% Fiano.,,,,,,,,,,,
018cad6f-7ae8-47bf-a74e-a15ba1a36efb,WB-GRP-0276-L3,scenario_synthesis,llama,grape_varieties,3,synthesis,A winemaker in Southwest France is deciding which grape variety to plant in a small vineyard plot. The winemaker wants to produce a red wine that could potentially be used in a New World-style Bordeaux blend. The vineyard is located within the boundaries of the Côtes du Marmandais AOC. Which grape variety should the winemaker choose for this plot?,"[{'id': 'A', 'text': 'Syrah'}, {'id': 'B', 'text': 'Merlot'}, {'id': 'C', 'text': 'Malbec'}, {'id': 'D', 'text': 'Cabernet Sauvignon'}]",C,"[1] While Malbec has since become a popular component of New World meritages or Bordeaux blends.
---
[2] Outside of Cahors, Malbec is still found in small amounts as a permitted variety in the AOCs of Bergerac, Buzet, Côtes de Duras, Côtes du Marmandais, Fronton and Pécharmant.
---
[3] Malbec (French pronunciation: [malbɛk] ) is a purple grape variety used in making red wine.",,,,,,,,,,,
dec17551-378a-4d18-8657-b157f694b663,WB-GRP-0254-L2,comparative,qwen,grape_varieties,2,analysis,"Which of these American Viticultural Areas allows the use of a late-ripening red grape variety known for deep color and tannic structure, rather than a widely planted white variety associated with cool-climate vineyards?","[{'id': 'A', 'text': 'San Bernabe AVA'}, {'id': 'B', 'text': 'Malibu-Newton Canyon AVA'}, {'id': 'C', 'text': 'Clarksburg AVA'}, {'id': 'D', 'text': 'Santa Maria Valley AVA'}]",B,"[1] San Bernabe AVA permits the Chardonnay grape variety.
---
[2] Malibu-Newton Canyon AVA permits the Petite Verdot grape variety.",,,,,,,,,,,
e9b7f4eb-fde4-4135-9775-b8a5212a7f76,WB-REG-0240-L4,distractor_mining,chatgpt,wine_regions,4,analysis,The AVA created in 1982 is which one?,"[{'id': 'A', 'text': 'Rattlesnake Hills'}, {'id': 'B', 'text': 'Umpqua Valley'}, {'id': 'C', 'text': 'Upper Lake Valley'}, {'id': 'D', 'text': 'Hudson River Region'}]",D,"[1] The Upper Lake Valley AVA was established in 2022 in California.
---
[2] The Rattlesnake Hills AVA was established in 2006 in Washington.
---
[3] The Umpqua Valley AVA was established in 1984 in Oregon.
---
[4] The Hudson River Region AVA was established in 1982 in New York.
---
[5] The Mt. Pisgah, Polk County, Oregon AVA was established in 2022 in Oregon.
---
[6] The San Antonio Valley AVA was established in 2006 in California.",,,,,,,,,,,
4d76e91f-ae66-4507-9769-5668fa636e16,WB-REG-0216-L2,comparative,llama,wine_regions,2,analysis,Which grape variety is permitted for white wine production under the Chablis Grand Cru AOC?,"[{'id': 'A', 'text': 'Clairette'}, {'id': 'B', 'text': 'Chardonnay'}, {'id': 'C', 'text': 'Ugni Blanc'}, {'id': 'D', 'text': 'Bourboulenc'}]",B,"[1] Chablis Grand Cru AOC permits Chardonnay for white wine production.
---
[2] Bandol AOC permits Clairette, Ugni Blanc, Bourboulenc for white wine production.",,,,,,,,,,,
2d262e16-3fae-47df-908c-d1aad03df7e2,WB-GRP-0247-L2,comparative,gemini,grape_varieties,2,analysis,"When comparing the authorized viticultural plantings of two distinct American regions, which pair of grapes correctly represents a variety approved for cultivation within Sonoita's boundaries and one allowed throughout the Indiana Uplands region, respectively?","[{'id': 'A', 'text': 'Cabernet Franc and Traminette'}, {'id': 'B', 'text': 'Cabernet Sauvignon and Vidal Blanc'}, {'id': 'C', 'text': 'Merlot and Chambourcin'}, {'id': 'D', 'text': 'Traminette and Cabernet Franc'}]",A,"[1] Sonoita AVA permits the Cabernet Franc grape variety.
---
[2] Indiana Uplands AVA permits the Traminette grape variety.",,,,,,,,,,,
775a9f37-715d-45f0-86f8-ded4e6591e56,WB-REG-0238-L3,distractor_mining,llama,wine_regions,3,analysis,Which Champagne house produces wines from a single vintage without blending in any reserve wines for their non-vintage offerings?,"[{'id': 'A', 'text': 'Champagne Mercier'}, {'id': 'B', 'text': 'Pommery'}, {'id': 'C', 'text': 'Dom Pérignon'}, {'id': 'D', 'text': 'Pierre Moncuit'}]",D,"[1] Coteaux Champenois (French pronunciation: [kɔto ʃɑ̃pənwa]) is a wine Appellation d'Origine Contrôlée (AOC) in the Champagne province of France.
---
[2] The house, founded in 1858 by Eugène Mercier (who died in 1904), produces both vintage and non-vintage cuvée, which is stored in 18 km (11 mi) long cellar tunnels located 30 m (98 ft) underground.
---
[3] Dom Pérignon is named after Dom Pérignon, a Benedictine monk who was an important quality pioneer for Champagne wine but who, contrary to popular myths.
---
[4] Pierre Moncuit wines are produced from a single vintage, and no reserve wines are blended into the non-vintage offerings.
---
[5] Pommery is currently owned by the Vranken-Pommery Monopole Group (located in Reims).
---
[6] The 2009 vintage was warm enough to ripen the fruit, resulting full, fruity Champagnes.",,,,,,,,,,,
e3f6c047-4dad-4b58-b91e-4adab89208e3,WB-PRD-0222-L1,template,template_only,producers,1,recall,What wine region is Clos des Jacobins part of?,"[{'id': 'A', 'text': 'Wine of Origin'}, {'id': 'B', 'text': 'Nuits-Saint-Georges AOC'}, {'id': 'C', 'text': 'Volnay AOC'}, {'id': 'D', 'text': 'Saint-Émilion'}]",D,[1] Clos des Jacobins is a classified Bordeaux estate in Saint-Émilion.,,,,,,,,,,,
e1ae5e6d-4983-47d2-9cfb-8805f3d07ae9,WB-BIZ-0200-L3,scenario_synthesis,chatgpt,wine_business,3,synthesis,"A German winery is planning its labeling strategy for a new still wine. The finished wine is 11.8% alcohol by volume and was made from fruit grown in a non-Mosel vineyard. The cellar team also wants to know whether fruit origin limits would block them from using grapes from a different vineyard if they aimed for a higher quality designation, and whether the wine could instead be labeled simply under the broadest national category if it misses the quality threshold. Which conclusion best fits these rules?","[{'id': 'A', 'text': 'The wine cannot qualify for the quality tier because all German regions require at least 12.0% alcohol with no exception; fruit from any vineyard may not be used for higher levels; and the broadest German wine category is inside the wine law.'}, {'id': 'B', 'text': 'The wine cannot qualify for the quality tier because it is below the usual 12.0% minimum outside Mosel; fruit from any vineyard may still be used for any quality level; and the broadest German wine category sits outside the wine law.'}, {'id': 'C', 'text': 'The wine can qualify for the quality tier because any alcohol level is acceptable nationwide; fruit source is restricted by vineyard for higher levels; and the broadest German wine category is fully governed by the wine law.'}, {'id': 'D', 'text': 'The wine can qualify for the quality tier if it is not from Mosel; fruit from any vineyard may still be used; and the broadest German wine category is outside the wine law.'}]",B,"[1] German wine classification are outside the scope of the German wine law.
---
[2] German wine classification the produce from any vineyard can be used to make German wine at any quality level.
---
[3] German wine classification have an alcohol level of minimum 12.0% by volume, except in Mosel.",,,,,,,,,,,
