uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes
5a6b2b5d-5527-43f0-b48f-5cfe29c7db91,WB-REG-0522-L2,fact_to_question,qwen,wine_regions,2,recall,Which individual is recognized for initiating the quality wine movement in Greece during the final decade of the 20th century?,"[{'id': 'A', 'text': 'Dimitrios Gerovassiliou'}, {'id': 'B', 'text': 'Constantinos Antonopoulos'}, {'id': 'C', 'text': 'Evangelos Averoff'}, {'id': 'D', 'text': 'Konstantinos Lazarakis'}]",B,"[1] The pioneering producer in the quality wine market was Constantinos Antonopoulos, in the late 1980s.",1,1,1,1,1,1,1,1,,,
c1f36202-cb21-4f4c-bd20-4387d9121a3a,WB-PRD-0425-L2,fact_to_question,claude,producers,2,recall,Which winemaker co-operates an urban winery in downtown Los Angeles together with Abe Schoener?,"[{'id': 'A', 'text': 'Duncan Arnot Meyers'}, {'id': 'B', 'text': 'Wells Guthrie'}, {'id': 'C', 'text': 'Rajat Parr'}, {'id': 'D', 'text': 'Sashi Moorman'}]",C,[1] Rajat Parr latest project is an urban winemaking facility in DTLA that he shares with fellow winemaker Abe Schoener.,1,1,1,1,1,1,1,1,,,
4b2dbb67-38d5-4550-80a6-e7c9f8873641,WB-REG-0536-L4,scenario_synthesis,qwen,wine_regions,4,application,"A winemaker in a German wine village is preparing labels for a new Riesling release harvested from a specific vineyard site. The wine exceeds the minimum ripeness requirement for its category by a notable margin, and the team wants to reflect this on the label using a recognized symbol. They also plan to include the vineyard and village names in accordance with regional naming conventions. Given these conditions, which labeling decision aligns with the regulatory and naming standards for this wine?","[{'id': 'A', 'text': 'Include the village name alongside the Einzellage site and apply two asterisks (**) to indicate higher ripeness'}, {'id': 'B', 'text': ""Use the vineyard name alone with a 'Trocken' classification, skipping any village reference""}, {'id': 'C', 'text': 'Use a single asterisk (*) symbol and list only the Großlage name without the village designation'}, {'id': 'D', 'text': ""Label the wine with the village name and a 'Gold Capsule' designation, omitting the vineyard name""}]",A,"[1] == Special designations ==

In certain regions, additional rules are applied to how a wine is classified.
---
[2] The names of Großlagen and Einzellagen are always used together with the name of a wine village, because some Einzellage names.
---
[3] Stars *, ** or ***
Usually means that a Prädikatswein has been harvested at a higher level of ripeness than the minimum required.",1,1,1,1,1,1,1,1,,,
3ae29bb7-9065-49f3-8546-a38dd660fce7,WB-PRD-0436-L3,distractor_mining,claude,producers,1,analysis,"A merchant house specializing in blending wine and sherry was established in 1796 in Bristol, England by a founder named William Perry, and has since operated under a different trading name. Which business is being described?","[{'id': 'A', 'text': 'Calleón de los Bolos'}, {'id': 'B', 'text': 'Can Bonastre'}, {'id': 'C', 'text': 'Bodegas Toro Albalá'}, {'id': 'D', 'text': 'John Harvey & Sons'}]",D,"[1] Bodegas Toro Albalá is a wine producer in Aguilar de la Frontera, Spain.
---
[2] Can Bonastre is a traditional winery in Masquefa village, Anoia, Spain, founded in 1548 and located in the Can Bonastre de Santa Magdalena estate.
---
[3] John Harvey & Sons is a brand (trading name) of a wine and sherry blending and merchant business founded by William Perry in Bristol, England in 1796.
---
[4] La Caña is a wine producer in the Galicia region of Spain.
---
[5] Pago de Otazu is a branch of Bodega Otazu, a Spanish winery in Navarre, Spain.
---
[6] Calleón de los Bolos winery is located in Jerez de la Frontera, Spain.",1,1,1,1,1,1,1,1,,,
9e056d57-1674-4787-82d7-13d6e896aabb,WB-VIT-0473-L4,distractor_mining,qwen,viticulture,4,analysis,"Which winery operates vineyards at elevations between approximately 400 and 1,800 meters above sea level, leveraging extreme altitude for significant diurnal temperature variation and slow grape maturation?","[{'id': 'A', 'text': 'Ixsir'}, {'id': 'B', 'text': 'Château Musar'}, {'id': 'C', 'text': 'Massaya'}, {'id': 'D', 'text': 'Château Ksara'}]",A,"[1] The company is known for its high-altitude vineyards, ranging from 1,300 to 5,900 feet.
---
[2] By 2002, an estimated 2,500 hectares of cannabis were limited to the extreme north of the Valley.
---
[3] The agricultural treatises of the Carthaginian writer Mago were among the most important early texts in the history of wine to record ancient knowledge of winemaking and viticulture.
---
[4] With an average altitude of 1000 m above sea level, the valley's climate is very suitable to vineyards.
---
[5] The Beqaa Valley has an extensive history of viticulture dating back over 5,000 years to the Phoenicians.",1,1,1,1,1,1,1,1,,,
db1b7ec9-ab2c-42b6-aa6e-4102230b007d,WB-REG-0525-L1,template,template_only,wine_regions,1,application,"A buyer is routing a shipment of Coombsville AVA wine. Based on the fact, which US state is the origin?","[{'id': 'A', 'text': 'Oregon'}, {'id': 'B', 'text': 'Arizona'}, {'id': 'C', 'text': 'Colorado'}, {'id': 'D', 'text': 'California'}]",D,[1] The Coombsville AVA was established in 2011 in California.,1,1,1,1,1,1,1,1,,,
a9e89403-a729-4cb1-8cc8-91a2d71a797e,WB-GRP-0633-L3,distractor_mining,qwen,grape_varieties,1,analysis,"Which red wine grape variety, native to Croatia, has been central to genetic research suggesting it is the offspring of the Zinfandel grape, rather than its ancestor, despite early hypotheses proposing the reverse lineage?","[{'id': 'A', 'text': 'Babi?'}, {'id': 'B', 'text': 'Plavac Mali'}, {'id': 'C', 'text': 'Pošip'}, {'id': 'D', 'text': 'Postup'}]",B,"[1] Higher-end versions of the grape are thought to be able to age well.
---
[2] The main grape harvested in Postup is Plavac Mali and, like the grapes from the region of nearby Dinga?, the grapes grown here are held in high regard.
---
[3] Carole Meredith at UC Davis with the urging from Mike Grgich (a well-known winemaker in Napa Valley originally from Croatia) and researchers from the University of Zagreb discovered that Zinfandel.
---
[4] The wines produced from this variety of grape in each region have their own distinct characteristics.
---
[5] Croatian wine has argued the case for Zinfandel being descended from the Plavac Mali grape.",1,1,1,1,1,1,0,1,,,Difficulty should be 3
3dcb93de-d30e-469e-99d2-4857db6c7805,WB-GRP-0611-L2,fact_to_question,claude,grape_varieties,1,recall,"The name of a certain white grape variety is believed to derive from the French words meaning 'wild' and 'white,' reflecting its early history as a native vine of South West France. Which variety is this?","[{'id': 'A', 'text': 'Colombard'}, {'id': 'B', 'text': 'Melon de Bourgogne'}, {'id': 'C', 'text': 'Sauvignon Blanc'}, {'id': 'D', 'text': 'Chenin Blanc'}]",C,[1] Sauvignon blanc most likely gets its name from the French words sauvage and blanc due to its early origins as an indigenous grape in South West France.,1,1,1,1,1,1,1,1,,,
39c3566e-2816-40cd-8040-db78e7a78472,WB-GRP-0651-L4,scenario_synthesis,chatgpt,grape_varieties,4,application,"A U.S. winery is finalizing three single-variety bottlings for release and wants each front label to use the grape name rather than a proprietary cuvée title. The compliance manager narrows the shortlist to three wines made from Vignoles, Burger, and Grüner Veltliner, then asks the winemaker which labeling plan can move forward without needing a different naming approach because every grape on that list is specifically recognized by federal rules. Which plan should the winemaker approve?","[{'id': 'A', 'text': 'Approve only Vignoles and Burger; replace Grüner Veltliner with a brand name'}, {'id': 'B', 'text': 'Approve only Vignoles and Grüner Veltliner; replace Burger with a brand name'}, {'id': 'C', 'text': 'Approve all three varietal labels: Vignoles, Burger, and Grüner Veltliner'}, {'id': 'D', 'text': 'Approve only Burger and Grüner Veltliner; replace Vignoles with a brand name'}]",C,"[1] Burger is an approved grape variety name for use on US wine labels per TTB regulations.
---
[2] Grüner Veltliner is an approved grape variety name for use on US wine labels per TTB regulations.
---
[3] Vignoles is an approved grape variety name for use on US wine labels per TTB regulations.",1,1,1,1,1,1,1,1,,,
06b97dc2-c1d3-40a4-9cb9-50d0135a392e,WB-GRP-0625-L2,comparative,claude,grape_varieties,2,analysis,"A viticulturist notes that one grape variety has notably thick skin, giving it meaningful protection against downy mildew pressure that can strike late in the growing season. Which grape does this description fit, when contrasted with a late-ripening variety typically picked in early to mid-October whose growers are now trialing techniques to pull the harvest earlier?","[{'id': 'A', 'text': 'Both varieties share thick skins and late-October ripening'}, {'id': 'B', 'text': 'Grechetto, with Nebbiolo as the late-ripening counterpart'}, {'id': 'C', 'text': 'Nebbiolo, with Grechetto as the late-ripening counterpart'}, {'id': 'D', 'text': 'Neither variety is known for mildew resistance or late ripening'}]",B,"[1] Grechetto 's thick skin provides good resistance to downy mildew which  can attack the grape late in the harvest season.
---
[2] The harvest of the late-ripening nebbiolo grape usually takes place in early to mid-October though some producers are experimenting with viticultural techniques that allow for an earlier harvest in late.",1,1,1,1,1,1,1,1,,,
