uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes
3b4670d9-d44b-4804-8ee6-b3371ae129d6,WB-BIZ-0339-L2,fact_to_question,claude,wine_business,2,recall,"Which international standard is the Prosecco DOC Consortium pursuing as part of its initiative to achieve Sustainable Community certification, integrating environmental and social dimensions?","[{'id': 'A', 'text': 'ISO 37101'}, {'id': 'B', 'text': 'ISO 9001'}, {'id': 'C', 'text': 'ISO 14001'}, {'id': 'D', 'text': 'ISO 26000'}]",A,"[1] The Consortium is pursuing an innovative path towards Sustainable Community certification according to the ISO 37101 standard. The goal is to integrate the environmental, social.",,,,,,,,,,,
7a5be985-ff74-4653-8907-173d79d4a405,WB-GRP-1243-L3,comparative,claude,grape_varieties,1,analysis,"Among the sub-appellations lying entirely within the Napa Valley, which one has a greater area under vine than any of its wholly-contained neighbors?","[{'id': 'A', 'text': 'Atlas Peak AVA'}, {'id': 'B', 'text': 'Stags Leap District AVA'}, {'id': 'C', 'text': 'Mount Veeder AVA'}, {'id': 'D', 'text': 'Oak Knoll District of Napa Valley AVA'}]",D,"[1] The AVA has more vines planted to it than any other wholly contained appellation within the Napa Valley.
---
[2] Atlas Peak AVA contributes to the balance of acidity that Atlas Peak grapes are known to have.",,,,,,,,,,,
c0acc48a-3f0e-4be6-b2a8-81201c466c09,WB-PRD-0788-L2,template,template_only,producers,2,recall,True or False: Château Figeac is located in the Saint-Émilion wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Château Figeac is a classified Bordeaux estate in Saint-Émilion.,,,,,,,,,,,
292ae45c-a15e-487f-973b-1b7ba9df5ff3,WB-GRP-0891-L4,scenario_synthesis,qwen,grape_varieties,4,analysis,"A winemaker in California is researching historical field blend compositions to guide the replanting of a heritage vineyard. They note that in the mid-19th century, the region's vineyards often included a mix of varieties to achieve balanced structure in red wines. One key component was a grape that had arrived in the U.S. via a European nursery in the early 1800s. Another component, commonly interplanted with it, contributed deep color and tannic grip. Additionally, the winemaker learns that in southern Italy during the same era, a closely related variety was used specifically to add body to lighter reds. Given this context, which practice best reflects the historical model the winemaker should follow to authentically reconstruct the vineyard's original field blend?","[{'id': 'A', 'text': 'Use only native American varieties to reflect early U.S. viticultural practices, excluding any European-introduced grapes.'}, {'id': 'B', 'text': 'Plant a monoculture of the grape that arrived via the Imperial Nursery in Vienna, avoiding other red varieties to preserve typicity.'}, {'id': 'C', 'text': 'Intersperse the grape introduced through the Imperial Nursery with several other red varieties, including one known for enhancing color and structure.'}, {'id': 'D', 'text': 'Focus on white varieties that were documented in early East Coast plantings, as red wine production was rare before 1900.'}]",C,"[1] Primitivo was used as a blending grape to enhance the body of thin red wines produced in those areas.
---
[2] Historically, California Zinfandel vines were planted as a field blend interspersed with Durif (Petite Sirah), Carignan, Grenache, Mourvèdre, Mission and Muscat.
---
[3] === United States east coast (1829–1850) ===
The arrival of Zinfandel in the United States may have been via the Imperial Nursery in Vienna, Austria.",,,,,,,,,,,
dceae2d1-1ffa-4241-88de-6ce22e693248,WB-REG-1463-L2,scenario_synthesis,qwen,wine_regions,1,application,"A winemaker in northeastern Italy is preparing a new lot of sparkling wine under a DOCG designation that mandates the use of at least 85% of a specific white grape variety. The region is known for hillside vineyards and produces only white wines. The winemaker is deciding whether to include a higher proportion of non-aromatic red varieties in the blend to add structure, but must remain compliant with regulations. Which of the following actions would ensure compliance while maintaining the wine’s typicity?","[{'id': 'A', 'text': 'Substitute the primary grape with an aromatic white variety not listed in the DOCG rules, as long as the total white wine composition remains above 85%.'}, {'id': 'B', 'text': 'Increase the proportion of neutral spirits to enhance body, as required by the DOCG for sparkling wine production.'}, {'id': 'C', 'text': 'Limit the red grape content to no more than 15%, as the regulation permits only a minor inclusion of complementary varieties alongside the dominant white grape.'}, {'id': 'D', 'text': 'Use at least 85% of a non-aromatic red grape, ensuring the blend meets the minimum varietal requirement for structure and color.'}]",C,"[1] Conegliano Valdobbiadene Prosecco Superiore DOCG produces white wine.
---
[2] Colli Asolani Prosecco Superiore DOCG requires minimum 85% Glera.
---
[3] Colli Asolani Prosecco Superiore DOCG produces white wine.",,,,,,,,,,,
23f459cb-dd8f-4d23-bf77-633671350fb7,WB-PRD-0830-L1,template,template_only,producers,1,recall,What wine region is Château Bellevue part of?,"[{'id': 'A', 'text': 'La Stella Winery'}, {'id': 'B', 'text': 'Vinho Verde'}, {'id': 'C', 'text': 'Saint-Émilion'}, {'id': 'D', 'text': 'La Londe-les-Maures'}]",C,[1] Château Bellevue is a classified Bordeaux estate in Saint-Émilion.,,,,,,,,,,,
6a21099d-ec0e-4fc0-bf75-db800c9ef06e,WB-GRP-0875-L4,scenario_synthesis,llama,grape_varieties,4,analysis,A winemaker in Oregon is struggling with grapes that are not fully ripening due to the cool climate. Which technique could they legally use to increase the alcohol content of their wine?,"[{'id': 'A', 'text': 'Blend in a portion of wine from a warmer region'}, {'id': 'B', 'text': 'Add sugar to the grape must before fermentation (chaptalization)'}, {'id': 'C', 'text': 'Use a yeast strain that produces higher alcohol levels'}, {'id': 'D', 'text': 'Extend the maceration time to extract more sugar from the grape skins'}]",B,"[1] Chaptalisation allows chaptalization in cooler states such as Oregon, or in states such as Florida where the native grape (Muscadine) is naturally low in sugar.
---
[2] In response to violent demonstrations by protesters in 1907, the French government began regulating the amount of sugar that can be added to wine.
---
[3] Chaptalisation generally only permitted in more northerly areas where grapes might not ripen enough.",,,,,,,,,,,
723c5377-ee64-47a4-8d29-fec31b8ff1f7,WB-BIZ-0459-L2,fact_to_question,qwen,wine_business,2,recall,Which of the following Italian white wine varieties has a median market price of $24 based on recent commercial data?,"[{'id': 'A', 'text': 'Greco di Tufo'}, {'id': 'B', 'text': 'Fiano'}, {'id': 'C', 'text': 'Vermentino'}, {'id': 'D', 'text': 'Falanghina'}]",B,[1] Fiano wines from Southern Italy have a median price of $24.,,,,,,,,,,,
77a1af5c-bf38-452a-b6d0-f843aeea5f38,WB-REG-0640-L4,distractor_mining,chatgpt,wine_regions,4,analysis,Which Burgundy appellation is defined by winegrowing land spread across two communes in the Côte de Beaune—one sharing the appellation’s name and the other being Remigny?,"[{'id': 'A', 'text': 'Chablis'}, {'id': 'B', 'text': 'Beaune'}, {'id': 'C', 'text': 'Chassagne-Montrachet'}, {'id': 'D', 'text': 'Gevrey-Chambertin'}]",C,"[1] Beaune is also the centre of the Burgundy wine business, with most of the largest négociants located in the town, as well as the Hospices de Beaune.
---
[2] The far south of the district sees a return to red wines in Santenay that continues across the Dheune into the Côte Chalonnaise.
---
[3] There are nine Grand Cru vineyards within the commune of Gevrey-Chambertin, Chambertin and eight others called Chambertin in combination with something else, such as Chapelle-Chambertin.
---
[4] Chassagne-Montrachet wine is produced in the communes of Chassagne-Montrachet and Remigny in Côte de Beaune of Burgundy.
---
[5] The grapevines around the town of Chablis make a dry white wine.
---
[6] The Chablis AOC is required to use Chardonnay grapes solely.",,,,,,,,,,,
d5b3f91d-acbb-44e5-b137-ac111cc2a029,WB-REG-0881-L2,comparative,chatgpt,wine_regions,2,analysis,"In 2006, one of these two Portuguese wine areas moved up from IPR to full DOC status, while the other stopped being a standalone IPR and was folded in as a subregion of the Trás-os-Montes DOC. Which option matches that split correctly?","[{'id': 'A', 'text': 'Óbidos gained DOC status from IPR; Chaves became a subregion within Trás-os-Montes DOC.'}, {'id': 'B', 'text': 'Both Óbidos and Chaves were upgraded directly from IPR to independent DOC status in 2006.'}, {'id': 'C', 'text': 'Chaves gained DOC status from IPR; Óbidos became a subregion within Trás-os-Montes DOC.'}, {'id': 'D', 'text': 'Both Óbidos and Chaves remained separate IPR areas after 2006.'}]",A,"[1] Óbidos DOC is designated as Denominação de Origem Controlada (DOC) after it was promoted from its former Indicação de Proveniencia Regulamentada (IPR) status in 2006.
---
[2] Chaves wine was initially a separate Indicação de Proveniencia Regulamentada (IPR) region, but in 2006, it became one of three subregions of the Trás-os-Montes DOC.",,,,,,,,,,,
4206cdc8-81a4-40f2-9026-41d823056acb,WB-REG-0662-L2,fact_to_question,qwen,wine_regions,1,recall,"Which region, located at the westernmost part of the Loire Valley, has its vineyards bounded by the Mauges and Bocage Vendéen hills to the east and southeast?","[{'id': 'A', 'text': 'Vouvray'}, {'id': 'B', 'text': 'Sancerre'}, {'id': 'C', 'text': 'Anjou'}, {'id': 'D', 'text': 'Muscadet'}]",D,"[1] At the western end of the Loire, the vineyard is bordered by Brittany to the north, the first hills of the Mauges and Bocage Vendéen to the east and southeast.",,,,,,,,,,,
17a6a754-49e7-42b7-8cc3-bbe56b2736a0,WB-PRD-0851-L3,template,template_only,producers,3,recall,Indicate True or False: Childress Vineyards operates in the North Carolina wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,"[1] Childress Vineyards is a wine producer in North Carolina, United States.",,,,,,,,,,,
33039525-9ea7-47ff-8ea3-af14d88bef6c,WB-GRP-0954-L4,scenario_synthesis,llama,grape_varieties,4,application,"A Georgian winemaker is deciding between producing a dry white wine from Rkatsiteli and Mtsvane grapes grown in Kakheti, or a semi-sweet white wine from Rkatsiteli, Tetra, and Tsolikauri grapes grown in both Western and Eastern Georgia. Which style is more likely to have naturally higher sugar levels in the grapes at harvest, based on the typical climate of the growing regions?","[{'id': 'A', 'text': 'The semi-sweet white wine from Western and Eastern Georgia'}, {'id': 'B', 'text': 'The dry white wine from Kakheti'}, {'id': 'C', 'text': 'Both styles will have similar natural sugar levels'}, {'id': 'D', 'text': 'It depends more on the specific vineyard sites than the broader region'}]",A,"[1] The climate is slightly warmer than the rest of the Georgian Wine growing regions and gives rise to much sweeter grapes than those found elsewhere.
---
[2] Alaznis Veli is white semi-sweet wine made from the Rkatsiteii, Tetra, Tsolikauri and other industrial grape varieties cultivated in Western and Eastern Georgia.
---
[3] Gareji is a white dry ordinary wine made of the Rkatsiteli and Mtsvane grape varieties cultivated in Kakheti.",,,,,,,,,,,
8f103421-bb1b-4901-9a63-e464ccf02bcc,WB-GRP-0833-L2,fact_to_question,llama,grape_varieties,1,recall,"Which grape variety is an ancient relative of Pinot Noir, along with Chardonnay and Aligoté?","[{'id': 'A', 'text': 'Gewürztraminer'}, {'id': 'B', 'text': 'Sémillon'}, {'id': 'C', 'text': 'Gamay'}, {'id': 'D', 'text': 'Sauvignon Blanc'}]",C,"[1] Like Chardonnay and Aligoté , Gamay is a relation of the Pinot Noir grape. And it is an ancient varietal.",,,,,,,,,,,
d013f053-191a-4887-98cc-18fbf2c7e877,WB-REG-0664-L2,fact_to_question,qwen,wine_regions,1,recall,In which Colorado county is the West Elks American Viticultural Area situated?,"[{'id': 'A', 'text': 'Gunnison County'}, {'id': 'B', 'text': 'Montrose County'}, {'id': 'C', 'text': 'Delta County'}, {'id': 'D', 'text': 'Mesa County'}]",C,[1] West Elks AVA is located in Delta County.,,,,,,,,,,,
39c3059a-5704-4d1e-b3a0-c429f5454333,WB-PRD-0797-L2,template,template_only,producers,2,recall,True or False: Château Marquis d'Alesme Becker is located in the France wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Château Marquis d'Alesme Becker is a wine producer located in France.,,,,,,,,,,,
889d2cff-ece2-4d69-a0bc-7892d035387d,WB-GRP-0847-L3,distractor_mining,gemini,grape_varieties,1,analysis,Which grape variety is characterized by its vulnerability to downy mildew and typically reaches harvest maturity ahead of the 'Concord' cultivar?,"[{'id': 'A', 'text': 'Flame Tokay'}, {'id': 'B', 'text': 'Chardonnay'}, {'id': 'C', 'text': 'White Riesling'}, {'id': 'D', 'text': 'Delaware'}]",D,"[1] Atlas Peak AVA permits the Cabernet Sauvignon grape variety.
---
[2] The Delaware grape is susceptible to downy mildew and ripens earlier than 'Concord'.
---
[3] In aggregate, the most valuable grape is Chardonnay with a 2022 price per short ton of $2,908 (average) or $2,861 (median).
---
[4] Among his contributions to wine growing in Washington state was his extensive research into what areas of the state that premium wine grapes (particularly Vitis vinifera) would most thrive in.
---
[5] The first Martha's Vineyard wines, Chardonnay and White Riesling, were produced in 1974 and sold in 1975.
---
[6] Mokelumne River AVA variety called Tokay, more properly known by its full name, Flame Tokay.",,,,,,,,,,,
fa2871a5-ade6-4eee-9dc3-105b337a6015,WB-GRP-1200-L2,scenario_synthesis,chatgpt,grape_varieties,1,synthesis,"A German Pinot noir producer is reworking a mid-tier Spätburgunder for younger-drinking release. The viticulture team proposes planting material that was once confusingly logged at UC Davis under the name ""Gamay Beaujolais,"" even though it belongs to Pinot noir. Their commercial goal is a wine that aligns with current demand for fresher, lower-alcohol reds, around 12% ABV, while being straightforward to farm and showing bright fruit with a polished profile. Which outcome best matches that choice?","[{'id': 'A', 'text': 'It should support an easier-to-manage vineyard and a lighter, fruit-led, cleaner Spätburgunder that fits the market shift toward about 12% alcohol.'}, {'id': 'B', 'text': 'It should mainly solve the naming confusion in export markets, with little expected effect on style or alcohol level.'}, {'id': 'C', 'text': 'It should push the wine toward a fuller, more alcoholic, more structured expression because the material is associated with a darker and heavier style.'}, {'id': 'D', 'text': 'It should make the wine richer and more extractive while keeping the old, more difficult-growing vine material in place.'}]",A,"[1] == Recent popularity ==
Being lighter in style, Pinot noir has benefited from a trend toward more restrained, less alcoholic wines around 12% alcohol by volume.
---
[2] However, it was misleadingly identified at UCD as a 'Gamay Beaujolais' type (of Pinot noir).
---
[3] Spätburgunder new easier-to-grow clones have favored a lighter, more fruit-prominent, cleaner style.",,,,,,,,,,,
5e6da9e9-48fa-49fe-8694-debf926e3298,WB-REG-1028-L3,distractor_mining,claude,wine_regions,3,analysis,"Identify the grape variety described by the following characteristics: it is a white-berried Vitis vinifera cultivar traced back to Greece, and it belongs to a broader family of related cultivars that share its name.","[{'id': 'A', 'text': 'Vilana'}, {'id': 'B', 'text': 'Muscat Blanc à Petits Grains'}, {'id': 'C', 'text': 'Moschato'}, {'id': 'D', 'text': 'Grechetto bianco'}]",B,"[1] The breadth and number of varieties of Muscat suggest that it is perhaps the oldest domesticated grape variety, and there are theories that most families within the Vitis vinifera grape variety are descended from the Muscat variety.
---
[2] Central Greece Region is a wine appellation in Greece, Greece.
---
[3] The wine was called Rumney or Romney in English, Romenier or Rumenier in German, vino di Romania in Italian.
---
[4] Grechetto (Italian pronunciation: [ɡreˈketto]) or Grechetto bianco is a white Italian wine grape variety of Greek origins.
---
[5] The grape is a difficult one to cultivate and produces delicate wines rarely seen outside Greece.
---
[6] Muscat Blanc à Petits Grains (French pronunciation: [myska blɑ̃ a pəti ɡʁɛ̃]) is a white wine grape of Greek origin that is a member of the Muscat family of Vitis vinifera.",,,,,,,,,,,
042882c6-24aa-420e-8249-220690ad6518,WB-GRP-1196-L3,scenario_synthesis,chatgpt,grape_varieties,3,analysis,"A winemaker is drafting the style brief for a new bottling meant to align with a South Caucasus tradition known to extend back roughly eight millennia. To keep the wine credible to that heritage, the team wants the finished product to follow the region’s usual approach to grape composition and to land inside its customary analytical range. Which trial lot best fits that brief?","[{'id': 'A', 'text': 'A cuvée from several grapes, bottled at 12.2% alcohol with 7.3% titratable acidity'}, {'id': 'B', 'text': 'A wine made from one grape only, bottled at 11.4% alcohol with 7.1% titratable acidity'}, {'id': 'C', 'text': 'A cuvée from several grapes, bottled at 13.4% alcohol with 7.0% titratable acidity'}, {'id': 'D', 'text': 'A cuvée from several grapes, bottled at 11.8% alcohol with 6.1% titratable acidity'}]",A,"[1] As with these French wines, Georgian wines are usually a blend of two or more grapes.
---
[2] The fertile valleys and protective slopes of the South Caucasus were home to grapevine cultivation and neolithic wine production (Georgian: ღვინო, ɣvino) for at least 8000 years.
---
[3] Georgian wine strength is 10.5-13.0 vol.% and titrated acidity 6.5-8.0%.",,,,,,,,,,,
ea757ce1-e068-4d1d-8c22-acd87078bf5b,WB-WMK-0391-L2,fact_to_question,llama,winemaking,1,recall,What is the desired balance between tannic structure and lightness in Anjou red wines?,"[{'id': 'A', 'text': 'Lightness and tannic structure should be equal'}, {'id': 'B', 'text': 'Tannic structure should be dominant over lightness'}, {'id': 'C', 'text': 'Lightness should be dominant over tannic structure'}, {'id': 'D', 'text': 'Neither lightness nor tannic structure is important'}]",C,[1] The Anjou reds have a beautiful tannic structure. The structure is present but the lightness must remain dominant.,,,,,,,,,,,
1839ac1b-9e44-47c4-b060-6b2a9aba388c,WB-REG-0867-L3,distractor_mining,claude,wine_regions,1,analysis,Identify the grape variety described by the following: a red-berried Italian cultivar whose cultivation is concentrated in the northeastern region of Friuli Venezia Giulia.,"[{'id': 'A', 'text': 'Nerello Mascalese'}, {'id': 'B', 'text': 'Aglianico'}, {'id': 'C', 'text': 'Gaglioppo'}, {'id': 'D', 'text': 'Pignolo'}]",D,"[1] Pignolo (Italian: [piɲˈɲɔːlo]) is a red Italian wine grape grown predominantly in the Friuli Venezia Giulia region of northeast Italy.
---
[2] Tuscany has forty-one denominazioni di origine controllata (DOC) and eleven denominazioni di origine controllata e garantita (DOCG).
---
[3] Today Calabrian wines are mostly produced to high alcohol levels and sold to co-operatives who transfer the wines to the northern Italian wine regions to use as blending component.
---
[4] However, since there is also no record of the name Aglianico prior to the fifteenth century Spanish conquest of southern Italy.
---
[5] Can be named Superiore if it is cultivated in the commune of Milo.
---
[6] === Bolgheri === The DOC Bolgheri region of the Livorno province is home to one of the original Super Tuscan wines Sassicaia.",,,,,,,,,,,
d4fa8eb4-812a-4afd-b4ab-83e5bbf480c0,WB-REG-1384-L2,template,template_only,wine_regions,1,recall,Identify the broader region containing Chianti Classico.,"[{'id': 'A', 'text': 'Costa'}, {'id': 'B', 'text': 'Veneto'}, {'id': 'C', 'text': 'Tuscany'}, {'id': 'D', 'text': 'Nine'}]",C,[1] Chianti Classico is a DOCG appellation in the Tuscany region of Italy.,,,,,,,,,,,
fcb8d5a8-d339-4452-a483-7e7e57266704,WB-VIT-0629-L2,fact_to_question,chatgpt,viticulture,2,recall,"In a 2006 vineyard acreage report, which U.S. state was listed with 145 acres (59 hectares)?","[{'id': 'A', 'text': 'Ohio'}, {'id': 'B', 'text': 'New York'}, {'id': 'C', 'text': 'Pennsylvania'}, {'id': 'D', 'text': 'Michigan'}]",D,[1] Michigan had 145 acres (59 hectares) reported in 2006.,,,,,,,,,,,
837be8e2-9844-42d2-828c-7433078636df,WB-GRP-0843-L2,fact_to_question,gemini,grape_varieties,1,recall,"Crafted entirely from the Saperavi grape variety, which dry red wine originates from a specific area within the Kakheti region?","[{'id': 'A', 'text': 'Tsinandali'}, {'id': 'B', 'text': 'Khvanchkara'}, {'id': 'C', 'text': 'Mukuzani'}, {'id': 'D', 'text': 'Kindzmarauli'}]",C,"[1] Mukuzani is a dry red wine made from 100% Saperavi in Mukuzani, Kakheti.",,,,,,,,,,,
6d3238b2-7f9c-40fc-8202-f3085cb962dc,WB-VIT-0634-L2,scenario_synthesis,llama,viticulture,1,application,A winemaker is concerned about the potential for Botrytis bunch rot in their vineyard. When should they begin implementing management strategies to minimize the risk of this disease affecting their grapes?,"[{'id': 'A', 'text': 'At veraison when the grapes change color'}, {'id': 'B', 'text': 'Only after symptoms appear during ripening'}, {'id': 'C', 'text': 'During bloom'}, {'id': 'D', 'text': 'Botrytis cannot be managed since the spores are everywhere in the environment'}]",C,"[1] Botrytis cinerea is the most common bunch rot pathogen of mature berries.
---
[2] Botrytis is everywhere in the environment, so it is not possible to completely eradicate spores from a location.
---
[3] Note that timely initiation of Botrytis bunch rot management starts far prior (during bloom) to when symptoms appear during ripening.",,,,,,,,,,,
802d4f98-4514-4ac6-9110-96d2b92e4a9a,WB-GRP-1170-L3,template,template_only,grape_varieties,3,application,A wine advisor is considering regions for planting Barbera. Which of the following regions has documented cultivation of this grape variety?,"[{'id': 'A', 'text': 'Argentine wine'}, {'id': 'B', 'text': 'Sonoita AVA'}, {'id': 'C', 'text': 'Nashoba Valley AVA'}, {'id': 'D', 'text': 'Russian River Valley AVA'}]",D,[1] Russian River Valley AVA permits the Barbera grape variety.,,,,,,,,,,,
