uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes
eac2372e-0c65-4e06-bd13-5809f105e5ba,WB-GRP-0583-L2,comparative,llama,grape_varieties,2,analysis,Which grape variety is described as having a black color by UC Davis FPS?,"[{'id': 'A', 'text': 'Pinot Noir'}, {'id': 'B', 'text': 'Couderc 161-49'}, {'id': 'C', 'text': 'Blush Seedless'}, {'id': 'D', 'text': 'Cabernet Sauvignon'}]",B,"[1] Blush Seedless is a red grape variety according to UC Davis FPS.
---
[2] Couderc 161-49 is a black grape variety according to UC Davis FPS.",,,,,,,,,,,
c9137b7a-5754-4712-b315-4a83504d2681,WB-GRP-0581-L2,comparative,llama,grape_varieties,1,analysis,"Which grape variety is used to produce the local white wine of San Gimignano, grown on the sandstone hillsides of the area?","[{'id': 'A', 'text': 'Vermentino'}, {'id': 'B', 'text': 'Vernaccia'}, {'id': 'C', 'text': 'Trebbiano'}, {'id': 'D', 'text': 'Malvasia'}]",B,"[1] San Gimignano local white wine - Vernaccia di San Gimignano - produced from the ancient variety of Vernaccia grape grown on the sandstone hillsides of the area.
---
[2] Elsewhere it is used to make off-dry to sweet white wines, often labeled as Moscato in Australia, California and South Africa.",,,,,,,,,,,
0199b779-e48c-48d2-8cb9-19c4c4b28be3,WB-PRD-0392-L2,fact_to_question,qwen,producers,2,recall,"A vineyard located near the village of Le Perréon, approximately 30 kilometers northwest of Lyon and in proximity to Mont Brouilly, was established in which year?","[{'id': 'A', 'text': '1842'}, {'id': 'B', 'text': '1850'}, {'id': 'C', 'text': '1845'}, {'id': 'D', 'text': '1838'}]",A,"[1] Château Grand'Grange, established in 1842, is a vineyard situated close to Mont Brouilly in Beaujolais, 30 kilometres north-west of Lyon, near the village of Le Perréon.",,,,,,,,,,,
d6ccba2e-4473-481e-a337-67af00c4866b,WB-REG-0498-L2,scenario_synthesis,chatgpt,wine_regions,2,synthesis,"A winery group is reviewing three still red lots for possible appellation bottling. Lab results show finished alcohol at 10.4% for all three wines. One lot is intended for a commune-level bottling from Saint-Julien, one for Sancerre, and one for Médoc. The winemaking team wants to know which lot can proceed under its planned appellation without needing to raise alcohol or change the destination. Which one is compliant as-is?","[{'id': 'A', 'text': 'Only the Médoc lot'}, {'id': 'B', 'text': 'All three lots'}, {'id': 'C', 'text': 'Only the Sancerre lot'}, {'id': 'D', 'text': 'Only the Saint-Julien lot'}]",C,"[1] Médoc AOC requires a minimum alcohol content of 10.5% for red wines.
---
[2] Saint-Julien AOC requires a minimum alcohol content of 10.5% for red wines.
---
[3] Sancerre AOC requires a minimum alcohol content of 10.0% for red wines.",,,,,,,,,,,
e2af3c2a-cc84-4599-8c61-c2cd9e75d833,WB-PRD-0392-L3,template,template_only,producers,3,recall,True or False: Baloh winery is located in the Nova Gorica wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Baloh winery is a wine producer located in Nova Gorica.,,,,,,,,,,,
ad805171-e564-463b-b7f8-12cde6d2cec1,WB-VIT-0437-L3,scenario_synthesis,chatgpt,viticulture,1,application,"A California winery is seeing a rise in blocks with vines confirmed to have GLRaV. The winemaking and vineyard teams are deciding how to limit further infections over the next few seasons. They know that several vine virus problems are commonly encountered in the state, and that some of these agents can move naturally through living carriers in the vineyard. Which plan is most likely to curb secondary spread based on the evidence?","[{'id': 'A', 'text': 'Have each grower manage only their own parcel independently, keep infected vines in place to avoid crop loss, and focus mainly on treating trunk symptoms after they appear'}, {'id': 'B', 'text': 'Rely on the assumption that these viruses do not move naturally in the vineyard, so sanitation at the winery is the main control point'}, {'id': 'C', 'text': 'Launch a district-wide effort with neighboring growers to suppress vector populations and pull out vines infected with GLRaV'}, {'id': 'D', 'text': 'Concentrate only on replanting blocks affected by fanleaf degeneration, leafroll, rootstock stem lesion, and corky bark, without addressing carriers or infected GLRaV vines'}]",C,"[1] Fanleaf degeneration, Leafroll Disease, Rootstock Stem Lesion and Corky Bark are the most common virus diseases in California.
---
[2] Natural spread of specific grapevine viruses can occur by insects and nematodes.
---
[3] Research has shown that secondary spread of virus is reduced when growers coordinate their efforts in area wide programs that reduce insect vector populations in combination with removal of GLRaV-infected vines.",,,,,,,,,,,
c1710309-e508-4306-8f46-a55f5511174d,WB-PRD-0394-L2,fact_to_question,llama,producers,2,recall,In which year did Ricardo Bofill design the cellar for Château Lafite Rothschild?,"[{'id': 'A', 'text': '1991'}, {'id': 'B', 'text': '1985'}, {'id': 'C', 'text': '1989'}, {'id': 'D', 'text': '1987'}]",D,"[1] In the beginning, Ricardo Bofill went back into the fold in 1987 and created the Château Lafite Rothschild cellar.",,,,,,,,,,,
465d08eb-2656-4a4c-a671-b0c187dd77e1,WB-REG-0484-L2,fact_to_question,gemini,wine_regions,1,recall,"Which Australian wine zone's geographical boundaries encompass the majority of local vineyards but specifically omit adjacent shorelines, certain protected parklands, and the metropolitan center of Newcastle?","[{'id': 'A', 'text': 'Shoalhaven Coast'}, {'id': 'B', 'text': 'Hastings River'}, {'id': 'C', 'text': 'Hunter Valley'}, {'id': 'D', 'text': 'Southern Highlands'}]",C,"[1] Hunter Valley includes most of the wine-producing areas, excluding the metropolitan area of Newcastle and nearby coastal areas, some national parks.",,,,,,,,,,,
dff4cdcd-e9d2-498f-a686-20a8630778a8,WB-VIT-0431-L3,scenario_synthesis,qwen,viticulture,3,synthesis,"A viticulturist is assessing a new vineyard site on the western slopes of a coastal mountain range in a Southern Hemisphere wine-producing country. The region receives ample rainfall, so water scarcity is not a concern. However, the vineyard is situated on a slope with free-draining soils, while the adjacent valley floor has deeper, more fertile soils. The viticulturist is considering whether to install an irrigation system despite the rainfall. Given the site’s characteristics and regional viticultural patterns, what is the most justifiable reason to proceed with installing irrigation infrastructure?","[{'id': 'A', 'text': 'To enable controlled flooding during budbreak, a technique used in maritime-influenced regions to delay phenology and reduce frost risk.'}, {'id': 'B', 'text': 'To supplement water availability during dry summers, as premium vineyards in similar continental climates rely on meltwater from high-altitude snowpacks delivered via irrigation networks.'}, {'id': 'C', 'text': 'To compensate for poor water retention in the fertile valley floor soils, which are prone to rapid evaporation under high solar exposure.'}, {'id': 'D', 'text': 'To dilute excessive soil fertility on the slopes, since free-draining soils combined with high nutrients can lead to over-vigorous canopy growth.'}]",B,"[1] Most of Chile's premium wine regions are dependent on irrigation to sustain vineyards, getting the necessary water from melting snow caps in the Andes.
---
[2] On the slopes where the vineyards grow, the soils are free-draining and more fertile on the valley floor.
---
[3] In the developing wine regions along the Coastal Ranges and in the far south, there is not a lack in needed rainfall but vineyard owners have to deal with other.",,,,,,,,,,,
160850f0-6099-43f9-9d20-3d70c64cfa3a,WB-GRP-0582-L3,distractor_mining,chatgpt,grape_varieties,1,analysis,"Which entity fits these clues: it is a grape recognized for use in several Canary Islands DOPs, and DNA work has shown it to be the same vine as the one also called Vijariego Negro?","[{'id': 'A', 'text': 'Bierzo (DO)'}, {'id': 'B', 'text': 'Baboso Negro'}, {'id': 'C', 'text': 'Sumoll Blanc'}, {'id': 'D', 'text': 'Garró'}]",B,"[1] The wines of this designation of origin are made exclusively with authorized grape varieties.
---
[2] Although it shares its name with the red grape variety Sumoll, it is genetically unrelated.
---
[3] Garró is a native Spanish red wine grape variety close to extinction.
---
[4] Using the synonym Vijariego Negro, to which it has been shown to be genetically identical, it is an authorised variety in a number of the Canary Islands DOPs.
---
[5] Campo de Borja (DO) permits the | varietals = grape variety.
---
[6] Valle de la Orotava permits the | varietals = grape variety.",,,,,,,,,,,
